"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"534",141,54,40,143,50,204,213,251,56,210
"535",698,630,278,7263,576,1382,1667,708,1097,965
"536",5701,5214,2870,2479,4379,5205,3182,2917,7384,3579
"537",8,31,282,25,19,75,78,349,100,236
"538",1379,1184,411,1686,1210,2699,10988,1047,12087,1949
"539",26535,34517,12845,21782,21913,28486,33668,39088,27669,34623
"540",0,5,8,8,332,86,0,5,2,12
"541",8800,9320,4102,9365,5918,171240,34399,429062,22982,26163
"542",67,30,8,44,718,85,50,132,138,913
"543",48,11,2,12,7,14,0,15,2,10
"544",211,483,154,654,646,884,2089,2118,731,1537
"545",38,28,68,53,19,3,12,53,12,0
"546",290,610,42,113,460,13,73,144,441,729
"547",2229,10165,1596,2712,2262,2885,4586,4061,11715,10430
"548",121,206,278,196,164,586,180,274,186,196
"549",1153,491,355,533,396,898,1254,1493,564,867
"550",88,62,38,29,52,82,70,92,93,70
"551",157,117,80,155,119,286,221,114,189,120
"552",958,1970,478,2078,1358,3032,1227,1986,1423,3610
"553",325,412,223,750,1202,1279,505,1543,345,735
"554",1006,8046,611,724,480,1022,765,979,807,1874
"555",152,42,31,327,701,760,564,783,713,1970
"556",11353,7786,4098,11692,10188,14328,17997,21433,16768,17614
"557",78,118,124,143,140,343,1393,416,314,118
"558",194,63,96,238,511,429,653,444,585,184
"559",54497,39697,63416,72359,77949,89220,83791,48825,70601,88871
"560",0,0,0,0,6,6,224,2,0,552
"561",103,86,24,76,259,305,160,431,482,186
"562",4130,334,362,552,804,1373,1291,1482,840,645
"563",107,40,75,0,126,38,22,2,7,29
"564",2,214,2,11,5,39,13,16,34,9
"565",5,4,11,6,5,15,9,21,19,8
"566",207,221,213,187,164,693,456,145,237,521
"567",7,7,2,6,5,11,6,9,3,2
"568",53685,22120,15640,204917,23202,25859,21328,28827,33605,40230
"569",208,198,104,245,240,620,462,377,317,279
"570",524,992,347,665,476,240,622,1609,440,3280
"571",1096,183,9,509,84,95,136,61,9,1407
"572",12193,1933,1372,2447,2411,8600,4726,6891,4961,6561
"573",1022,710,645,1369,987,2452,1182,2297,925,1637
"574",593,325,1551,155,337,347,1822,1066,334,684
"575",4,0,3,0,4,1,5,4,3,1
"576",3,12,0,1,1,6,0,29,0,1
"577",916,1313,660,1600,769,1379,1234,1124,1048,8206
"578",28,29,3,54,98,134,24,29,245,56
"579",324,111,121,199,265,479,575,1182,235,108
"580",29,6,41,6,14,7,82,140,28,29
"581",4,6,5,3,3,3,3,1,5,2
"582",205,103,54,202,224,299,420,485,284,188
"583",18224,2136,2011,10033,1478,16207,9058,3898,5931,9003
"584",47,66,22,7,3,70,50,168,99,21
"585",110,2423,43,2706,112,442,250,324,322,300
"586",1501,787,452,718,830,2434,27046,2387,1546,2352
"587",14,10,13,1,21,7,9,11,36,15
"588",12,11,5,7,1,255,11,75,7,13
"589",489,428,145,394,350,677,409,622,529,456
"590",28,85,7,48,11,0,232,6,2,84
"591",986,3607,792,2032,1763,1863,1217,4311,3369,2839
"592",281,182,121,166,291,402,318,626,366,557
"593",3313,3938,2078,1779,2289,6497,11837,2889,1797,5698
"594",1199,830,760,1661,1262,4892,4857,5598,5080,3164
"595",6977,3455,1933,6451,4046,12036,9763,12103,10909,7136
"596",2,2,2,0,0,2,8,4,3,4
"597",2,8,5,3,8,21,24,24,16,12
"598",398,394,67,141,1853,114,289,1337,1685,281
"599",2016,4973,630,1293,663,3237,1328,1200,1102,590
"600",1930,4010,2366,2202,1031,2792,2031,4622,1501,3421
"601",2,0,2,1,6,10,8,40,2,2
"602",59,49,6,21,9,37,0,11,141,86
"603",1865,2001,957,1814,2184,4284,5269,7062,48013,6442
"604",96,13,9,112,13,54,524,68,67,49
"605",82,44,48,62,63,104,63,56,58,64
"606",6417,5341,4440,3496,5400,29124,38928,24016,11266,25987
"607",7957,1801,1033,2943,2233,2843,2299,7578,2508,2873
"608",28,23,20,48,15,45,76,79,43,33
"609",836,554,534,677,552,1203,979,1075,859,795
"610",2,10,9,7,23,221,55,14,7,54
"611",52,29,15,35,4,54,36,50,12,35
"612",377,278,227,564,541,708,589,1151,522,906
"613",0,12,15,1,64,188,43,87,151,0
"614",113,71,39,85,56,123,191,258,175,97
"615",29,17,22,32,2,56,32,101,14,452
"616",21,92,48,4,45,31,80,117,75,535
"617",32,39,20,86,39,89,439,55,36,85
"618",25,6,0,1,0,3,87,6,12,17
"619",14,3,7,1,33,22,15,32,11,32
"620",285,56,11,20,122,138,218,82,296,90
"621",157,226,228,112,114,425,275,12,120,90
"622",3,5,53,10,166,12,6,8,17,10
"623",3420,4151,1654,578,1053,2527,3041,2512,1693,3453
"624",4960,576,499,769,847,170,141,159,137,104
"625",4394,1915,1481,5632,3147,873,1173,612,1957,903
"626",1137,1738,1109,1250,1476,1019,954,374,417,2015
"627",27092,24866,12350,17077,33556,3720,6889,6510,5730,10430
"628",113,110,52,71,77,97,31,32,18,34
"629",6,13,2,27,11,88,2,5,20,4
"630",2,2,0,4,3,0,1,0,0,0
"631",3744,217,245,200,220,92,99,144,809,75
"632",3172,1871,1411,1409,2098,330,382,569,403,362
"633",85,113,94,96,182,103,36,45,41,73
"634",5,3,6,2,0,1,4,1,2,7
"635",1,1,3,3,8,2,1,1,2,1
"636",754,515,299,563,478,150,96,116,73,97
"637",168,40,65,187,49,68,142,107,3,90
"638",200,3,0,0,12,16,0,6,2,0
"639",22,11,197,16,8,4,10,9,0,0
"640",6,7,4,6,2,3,1,2,1,2
"641",218,159,183,220,247,124,1508,113,137,111
"642",1177,2711,2324,12839,2425,619,894,943,306,1130
"643",16,21,2,7,16,16,8,1,0,6
"644",799,748,317,456,597,169,186,216,122,124
"645",2,8,1,3,3,3,1,1,2,0
"646",3071,3916,1022,3740,1879,1020,859,543,1215,714
"647",40,97,55,97,88,168,30,76,31,33
"648",36,23,297,80,56,20,6,11,17,5
"649",7,4,3,7,3,1,3,1,3,1
"650",249,108,56,134,217,83,52,523,29,73
"651",3643,2130,930,2334,1244,348,552,702,5056,969
"652",644,215,320,88,115,196,131,65,227,182
"653",973,11727,7641,2088,1321,305,215,387,294,178
"654",556,337,407,207,310,119,45,137,59,86
"655",1220,450,904,1224,415,181,332,423,171,324
"656",55,16,19,10,15,11,4,9,5,10
"657",12,1,6,20,105,18,3,14,3,3
"658",7105,5545,1643,4707,3350,1604,936,1566,1278,1055
"659",64,77,62,46,51,4,10,43,11,15
"660",146,146,78,118,134,110,71,110,55,59
"661",12,15,13,19,30,5,1,10,3,4
"662",44,70,27,48,23,21,10,39,19,5
"663",481,1057,324,312,287,310,1363,116,154,851
"664",6,12,5,17,43,4,0,8,2,2
"665",6,3,2,2,10,0,3,3,0,0
"666",823,519,122,477,4277,170,149,270,172,84
"667",858,456,323,412,395,205,124,220,137,115
"668",514,6936,322,394,3517,184,82,307,242,131
"669",12911,1293,498,678,1950,221,238,562,313,288
"670",34,20,60,57,50,14,36,33,19,29
"671",418,689,130,506,583,384,221,344,152,120
"672",53,80,48,190,84,9,6,19,20,8
"673",55,122,52,136,143,19,17,48,30,40
"674",377,296,169,213,333,143,67,244,120,164
"675",11,7,8,7,5,0,0,0,1,0
"676",411,267,188,396,233,184,151,156,106,144
"677",0,0,3,1,0,6,0,0,1,0
"678",8,29,22,41,8,16,17,28,43,28
"679",32,5,14,95,22,6,11,9,12,6
"680",196,410,22,60,110,42,418,118,20,43
"681",123,105,84,92,30,33,78,10,121,31
"682",157,216,92,245,208,166,26,47,86,58
"683",4,5,7,7,6,6,1,2,1,1
"684",352,382,183,257,205,77,165,78,23,85
"685",23,4,10,25,0,6,6,10,6,8
"686",4948,598,425,583,472,179,124,145,146,134
"687",1228,3541,527,1005,1964,442,419,965,769,908
"688",418,516,1743,438,287,135,126,209,183,97
"689",741,529,245,725,551,32,47,190,109,51
"690",130,216,83,93,140,52,77,71,51,72
"691",24,0,2,5,0,11,0,9,20,7
"692",149,575,104,16,74,9,37,96,25,30
"693",4032,4407,368,986,1016,394,75,717,39,2861
"694",5,1,6,6,15,0,4,3,0,4
"695",848,155,112,243,886,79,101,118,47,85
"696",57,55,29,33,102,34,131,8,13,11
"697",39,26,325,13,33,17,12,19,22,22
"698",47,16,34,24,21,4,11,20,6,11
"699",3896,7303,6497,3803,10176,2152,1249,4120,689,1172
"700",4,3,0,3,5,4,0,1,0,2
"701",59,77,41,74,59,15,27,34,31,18
"702",0,47,3,9,3,0,3,0,23,6
"703",1038,1351,647,1292,1218,450,365,454,341,257
"704",1109,1490,584,1421,902,485,238,489,417,292
"705",7,6,15,11,376,36,62,191,5,12
"706",14,8,5,5,10,2,0,1,25,2
"707",1087,1046,427,666,596,515,310,362,200,151
"708",405,185,172,304,411,27,125,166,94,117
"709",43027,7021,7046,21183,11953,7610,5594,8962,7517,4355
"710",309,273,148,386,312,82,149,162,71,139
"711",287,181,106,167,222,83,33,67,66,384
"712",138,132,79,247,322,171,67,103,62,127
"713",2615,1979,972,2208,1704,943,739,799,494,333
"714",86,68,37,115,72,24,38,27,16,18
"715",7952,982,1503,1239,3902,1359,2028,11575,2460,9393
"716",315,474,129,325,377,124,92,59,46,136
"717",9,4208,1956,233,218,331,296,111,308,250
"718",17,54,12,14,21,4,4,8,7,6
"719",83,52,39,65,79,8,14,4,4,21
"720",61,100,44,77,156,62,18,21,49,133
"721",2259,5362,16790,5053,5036,283,394,3589,3001,341
"722",1658,14841,1456,990,1857,800,406,477,803,271
"723",72,33,30,45,59,7,17,186,31,27
"724",1188,1328,913,1390,642,540,442,985,532,357
"725",316,181,85,215,166,33,38,57,133,82
"726",140,215,102,128,146,55,91,581,55,29
"727",12,17,7,6,0,4,22,57,123,13
"728",42,95,108,358,145,14,5,24,20,8
"729",125,86,9,62,44,0,19,8,69,0
"730",355,375,194,343,329,66,70,129,36,46
"731",4,17,11,11,4,12,0,1,3,5
"732",201,51,21,139,4,119,20,90,26,3
"733",4,33,103,132,30,14,0,31,10,61
"734",176,144,197,615,501,13,480,83,52,88
"735",608,489,311,574,554,2512,236,342,211,122
"736",91,43,34,350,28,9,8,35,13,28
"737",838,1246,607,1193,1145,453,291,2772,449,219
"738",9446,7384,3917,7549,8729,2354,1941,2696,3177,1671
"739",1173,637,477,879,1130,235,2701,270,221,263
"740",448,334,232,400,316,79,59,114,54,33
"741",4,0,4,2,5,0,0,1,0,1
"742",23,81,14,26,18,5,4,15,7,6
"743",169,392,104,259,226,22,75,99,52,54
"744",4023,3642,1936,3116,3509,1717,14264,2394,1395,1539
"745",286,160,87,175,154,38,24,65,31,41
"746",310,263,146,525,1462,116,108,136,87,68
"747",307,318,2773,980,424,326,119,301,131,100
"748",67,6,3,40,13,7,9,13,9,10
"749",13,4,7,8,3,8,3,1,8,5
"750",2,3,8,4,4,0,0,0,7,1
"751",228,1070,177,157,254,105,288,80,262,107
"752",1911,1651,579,910,1471,234,421,387,307,279
"753",437,583,289,666,511,281,1460,272,159,256
"754",591,294,229,396,478,92,180,158,107,147
"755",0,4,2,3,40,0,3,1,0,1
"756",29,28,19,247,24,4,5,17,16,3
"757",92,78,54,75,67,188,38,33,45,17
"758",308,138,122,66,133,57,49,457,73,45
"759",49,2337,0,1179,1062,945,0,153,8,16
"760",71,3,34,0,1,0,8,2,1,3
"761",68,34,36,47,25,13,12,4,6,12
"762",251,261,159,221,246,90,87,104,81,91
"763",180,70,55,73,60,12,11,19,7,7
"764",285,300,139,369,134,51,29,40,13,214
"765",312,421,202,403,426,195,160,149,169,149
"766",585,409,507,1079,881,141,438,255,273,395
"767",585,248,0,17,0,21,10,56,36,157
"768",115,45,39,72,25,15,13,2,6,1
"769",1880,886,469,645,780,585,204,656,811,388
"770",633,8193,387,341,798,117,75,948,95,771
"771",7,6,4,8,6,2,1,1,0,0
"772",15266,1568,549,1160,1395,310,464,504,317,212
"773",80,130,22,47,93,20,12,385,61,23
"774",102,118,48,290,60,126,11,9,18,120
"775",30,114,35,85,52,17,28,23,35,2
"776",71,49,18,70,67,27,37,45,2,17
"777",524,439,254,561,474,192,123,371,207,285
"778",892,446,329,697,621,217,133,320,216,234
"779",859,729,283,597,568,186,203,236,1587,244
"780",7421,870,839,1526,1326,670,2863,862,850,401
"781",92,90,30,53,43,235,28,17,6,22
"782",11008,8114,3734,9474,14166,3866,6895,9017,5025,33859
"783",10019,12084,13637,22238,16441,16919,31981,5557,36435,3295
"784",0,4,0,23,75,13,13,0,21,3
"785",10,3,4,6,8,4,2,4,1,8
"786",46,54,5,17,28,31,7,18,1,4
"787",0,1,0,26,0,0,0,0,2,26
"788",2396,1522,788,1201,3164,480,271,2515,558,332
"789",44,25,48,24,51,16,14,9,11,26
"790",7,20,1,6,9,1,0,15,2,2
"791",546,9287,406,282,584,451,545,237,377,151
"792",49,62,38,96,110,14,17,19,26,23
"793",35,15,12,75,2,1,2,8,1,0
"794",155,404,97,172,231,54,105,29,87,60
"795",13,6,7,6,11,29,3,9,2,2
"796",1,0,5,2,1,0,2,0,0,11
"797",1276,767,748,474,598,70,113,315,354,209
"798",68,71,35,39,65,42,14,46,18,27
"799",10,13,28,24,11,5,26,7,8,7
"800",836,826,261,658,548,143,375,187,276,130
"801",1347,273,190,377,159,96,144,94,86,103
"802",283,106,194,685,1259,391,166,295,159,179
"803",183,133,41,205,476,44,49,531,53,96
"804",17355,10412,6443,13060,9644,2465,4964,4178,2611,3464
"805",65,86,12,102,520,58,15,121,41,55
"806",258,160,164,1628,227,69,134,101,97,79
"807",4,4,1,2,2,0,2,1,2,1
"808",9,8,1,17,0,2,0,2,1,1
"809",1558,1666,6326,1534,1229,552,2130,581,376,374
"810",9,17,14,9,22,7,6,12,7,59
"811",33,16,8,53,79,37,7,12,15,21
"812",2131,1979,702,1436,1568,545,734,976,571,577
"813",511,547,260,498,383,156,156,163,226,1213
"814",131,243,55,9,245,25,15,22,7,13
"815",9168,7142,4134,6174,5051,831,1213,771,825,453
"816",1742,415,198,232,305,93,58,66,109,60
"817",44,48,1,14,17,0,8,25,2,1
"818",3,1,6,2,0,2,1,1,0,4
"819",693,716,654,865,541,186,227,333,216,271
"820",283,320,320,594,671,92,169,146,34,137
"821",7,0,4,13,0,0,0,0,2,0
"822",569,864,466,563,3377,173,101,69,81,98
"823",157,107,159,688,121,106,54,39,69,73
"824",23,7,11,8,27,4,4,4,7,6
"825",9,9,5,6,4,0,1,1,1,0
"826",30,71,41,107,69,19,24,30,13,26
"827",570,828,355,874,685,107,246,171,98,175
"828",1140,1739,1019,1168,1651,674,630,4898,698,845
"829",7,7,2,6,3,5,5,2,0,1
"830",5504,2866,4381,8988,12227,1248,452,11721,445,726
"831",188,259,41,149,21,30,11,15,38,3
"832",173,210,72,214,363,74,85,146,47,125
"833",114,112,42,63,69,25,46,76,42,47
"834",3614,12110,1809,10466,3504,2610,2641,3516,1394,1925
"835",1,1392,49,14,440,360,3,17,9,4
"836",132,8,24,63,5,1,12,6,4,13
"837",52,17,15,21,2,4,7,8,2,35
"838",4,3,0,9,4,17,1,3,1,2
"839",461,465,317,601,520,121,134,130,87,99
"840",12491,8860,5692,7782,8530,5488,3347,3640,2434,13187
"841",2680,1977,1117,1968,2321,398,530,568,439,370
"842",1943,1584,829,1728,3245,1438,1982,1901,1110,1577
"843",2439,1647,1014,2038,1372,448,294,341,260,344
"844",1,4,4,5,4,1,0,0,0,3
"845",1120,198,287,853,671,106,52,97,32,66
"846",327,500,214,720,503,88,271,224,50,119
"847",620,253,277,370,509,69,1034,83,118,32
"848",1081,385,584,863,1424,4043,259,326,207,281
"849",678,200,529,344,318,175,199,228,696,257
"850",650,1221,535,1010,667,353,378,182,367,343
"851",273,271,157,274,214,23,37,79,26,33
"852",526,401,116,399,171,99,73,108,67,163
"853",1823,1905,755,1077,1303,2466,633,772,495,411
"854",18,12,0,0,1,0,0,7,0,9
"855",3,0,7,6,5,5,3,2,3,0
"856",2,3,2,4,3,3,1,0,0,1
"857",34,21,46,128,54,8,6,13,6,23
"858",2,6,3,3,7,0,1,2,0,0
"859",783,244,224,768,1034,129,117,63,22,172
"860",9,46,29,43,13,6,10,1,11,19
"861",2,2,4,1,0,0,1,0,3,2
"862",40,15,29,23,7,10,20,7,21,9
"863",1228,1944,1679,1719,2578,583,934,773,4257,3748
"864",2751,2921,1621,2138,19262,323,450,371,531,380
"865",2262,916,121,1011,1167,240,156,87,47,186
"866",2401,1552,890,2001,2650,548,1206,974,942,606
"867",76,83,12,76,88,10,16,32,18,52
"868",219,158,113,264,160,78,71,88,47,65
"869",359,784,209,520,442,153,108,308,104,98
"870",17,6,0,18,4,3,7,3,8,2
"871",0,0,4,2,2,0,0,3,0,1
"872",1835,1121,879,830,817,2907,346,792,374,234
"873",1100,1410,806,1569,1271,518,568,1357,463,191
"874",577,310,156,260,477,153,130,268,117,1604
"875",397,204,79,127,1139,119,111,82,362,468
"876",118,712,14,77,37,24,43,23,21,20
"877",27,19,5,9,27,8,3,6,3,7
"878",110,56,225,255,280,50,75,104,61,28
"879",157,33,56,15,39,12,7,15,21,6
"880",3695,5206,5203,6263,3162,1422,1422,1661,1336,728
"881",13,2,4,2,6,1,3,8,3,3
"882",2262,1793,849,2547,1609,568,724,799,546,3137
"883",307,319,194,122,349,60,29,108,69,91
"884",30,7,5,9,4,14,9,3,8,92
"885",65,63,79,100,31,1,11,13,56,22
"886",3,5,7,16,18,9,3,4,2,6
"887",776,970,595,740,645,503,290,429,280,324
"888",3922,4460,1624,4672,3408,720,1448,2100,851,818
"889",4068,3204,1010,3747,4750,1397,5065,1135,471,430
"890",95,41,8,3,30,0,108,1,230,24
"891",175,168,19,110,78,13,27,42,44,16
"892",29,17,7,31,60,100,7,6,14,52
"893",4404,465,160,450,404,110,148,191,88,75
"894",6,27,6,0,7,1,0,29,5,1
"895",286,389,142,246,336,78,836,144,91,65
"896",2185,2787,1517,2356,1552,746,831,1165,658,781
"897",11863,1408,976,1407,1356,840,932,858,691,755
"898",2453,16272,993,2026,2229,810,747,869,541,663
"899",2987,266,105,2618,213,139,88,125,158,144
"900",3,6,4,1,3,3,4,4,1,1
"901",48,44,18,71,6,275,41,5,29,314
"902",39,17,15,16,93,9,2,4,7,3
"903",282,141,88,179,171,30,42,56,43,11
"904",0,4,1,1,3,1,0,0,2,1
"905",33,38,271,174,63,56,19,40,27,17
"906",474,431,135,4069,292,222,166,123,166,75
"907",1129,1644,509,946,1035,311,400,3627,192,249
"908",18,5,8,22,12,8,3,0,5,1
"909",237,189,125,482,537,28,58,31,14,13
"910",2,8,0,4,5,0,0,2,19,1
"911",19,31,5,45,35,23,45,22,16,106
"912",9,4,2,10,34,7,0,34,6,2
"913",656,823,379,809,607,2532,199,348,241,1679
"914",99,101,76,49,90,54,50,24,38,18
"915",25,83,85,515,232,16,34,11,48,238
"916",3250,4058,3073,6081,7479,2273,2308,2684,1740,1827
"917",351,139,61,85,127,15,72,56,141,239
"918",6211,2176,3073,23053,3166,1229,1008,1552,1272,993
"919",2425,29764,2133,3556,3072,644,915,1570,1315,845
"920",83,44,26,76,207,63,162,38,29,27
"921",6,32,4,0,1,0,2,7,1,2
"922",52,15,17,51,125,6,14,8,45,9
"923",972,832,335,925,1158,323,436,481,533,172
"924",1936,2724,1826,2619,23278,1007,674,1396,711,788
"925",54,79,35,105,86,47,23,63,49,36
"926",2432,2823,2652,2959,3452,1127,1069,1481,1305,1967
"927",627,479,176,483,420,54,120,210,66,470
"928",401,12020,318,435,408,464,2828,203,360,203
"929",5463,629,381,306,391,257,305,498,193,223
"930",547,703,393,2630,839,240,335,140,166,248
"931",915,1127,3156,739,885,458,357,501,2732,257
"932",17,4,0,14,2,1,4,0,0,0
"933",759,418,654,915,582,278,256,277,159,162
"934",2591,1923,1336,2269,2217,331,206,2380,233,300
"935",54,9,4,2,4,0,6,0,6,1
"936",174,197,106,47,60,53,49,148,60,775
"937",10,2,2,2,1,1,2,1,0,0
"938",67,73,31,47,23,25,41,32,24,12
"939",9,15,2,37,21,5,6,2,2,53
"940",66,67,48,81,73,10,54,62,16,51
"941",292,301,139,352,251,104,93,101,292,82
"942",89,86,71,199,46,23,23,16,8,40
"943",1829,159,295,171,275,69,86,374,32,58
"944",16,7,7,13,13,43,1,2,6,6
"945",70,102,43,81,162,14,25,43,12,12
"946",14302,1124,732,1864,498,437,407,673,312,531
"947",3,36,5,12,13,4,3,4,3,2
"948",92382,86157,5806,10515,9353,2813,3473,3421,3013,3325
"949",0,299,0,23,0,19,0,124,0,0
"950",2436,1745,1077,12781,1280,672,709,603,584,447
"951",2098,1374,962,3629,1318,144,291,509,226,196
"952",106,169,132,206,111,48,30,100,25,66
"953",823,778,423,695,597,3023,246,555,1194,227
"954",1214,9751,1109,1042,725,653,381,607,288,393
"955",308,1043,50,627,722,191,27,337,308,242
"956",1663,1561,575,1107,3544,640,564,4173,570,411
"957",31,12,15,0,1,1,4,4,1,4
"958",1,2,1,3,4,1,6,6,1,17
"959",190,245,66,119,72,6,114,41,3,124
"960",5,6,3,9,15,1,1,4,0,0
"961",2,3,2,6,4,1,7,1,0,0
"962",7,7,6,8,16,4,0,2,7,2
"963",856,626,398,689,523,107,89,157,114,98
"964",77,43,31,19,49,20,26,26,37,19
"965",965,680,711,1397,360,66,163,196,524,76
"966",39,67,13,22,8,4,40,9,12,29
"967",202,2250,167,170,192,67,147,144,80,26
"968",881,2118,636,1834,1086,2161,1200,921,606,345
"969",494,566,405,387,570,164,311,682,171,236
"970",11,10,4,5,2,4,4,2,4,4
"971",161,107,1141,116,357,128,24,103,72,10
"972",170,29,3,3,17,3,15,7,2,2
"973",422,480,228,327,365,1249,104,314,161,102
"974",130,69,66,133,49,21,336,53,22,20
"975",8,0,0,1,7,6,3,0,0,6
"976",156,235,70,64,44,46,97,10,24,51
"977",6,5,11,13,9,6,5,1,6,1
"978",4963,4422,2128,5101,5727,2216,2862,4215,1641,2862
"979",188,142,86,1009,94,48,44,66,91,358
"980",4,3,4,6,8,3,5,5,1,4
"981",14,26,37,92,18,44,57,28,33,49
"982",100,48,51,44,23,8,5,11,27,7
"983",54,60,18,29,69,9,52,5,4,2
"984",512,181,148,400,169,39,166,123,75,129
"985",2804,3436,2201,6308,3268,1483,2261,2386,2203,1836
"986",33,6,12,38,17,3,10,17,9,4
"987",9305,10971,5257,4398,6988,1584,1109,3068,2365,1207
"988",3,0,5,48,0,0,5,0,0,1
"989",45,127,34,18,33,37,82,71,17,35
"990",281,272,196,158,197,704,69,99,25,39
"991",18,35,14,17,2,2,7,20,4,15
"992",854,753,847,1071,1116,3170,381,986,543,328
"993",1300,979,1020,1092,739,338,338,312,1867,372
"994",312,198,122,277,198,83,119,137,90,61
"995",7,4,0,5,6,0,2,0,0,1
"996",33,43,26,26,37,22,18,28,8,11
"997",69,33,48,50,69,15,21,53,21,27
"998",2248,1798,805,1268,1936,736,522,5038,643,660
"999",75,35,41,91,68,37,25,52,21,36
"1000",759,293,210,322,227,35,8,27,22,44
"1001",4,12,0,2,4,0,0,5,3,0
"1002",314,343,84,212,236,124,40,64,59,62
"1003",9,0,0,10,7,5,1,6,0,1
"1004",574,434,142,5492,612,2062,301,350,426,633
"1005",63,96,218,54,63,22,19,31,14,37
"1006",5,19,2,15,14,2,7,5,4,1
"1007",7,1,0,0,0,0,0,1,0,1
"1008",1,25,2,1,0,0,0,1,1,0
"1009",692,322,193,372,390,116,169,278,149,142
"1010",84,82,258,56,124,60,48,1189,18,14
"1011",475,435,281,716,476,196,179,194,91,210
"1012",4,16,41,0,1,0,5,1,0,1
"1013",22,23,13,17,13,136,10,7,4,4
"1014",351,311,300,373,473,135,202,172,332,197
"1015",143,93,86,94,38,21,18,52,19,13
"1016",1865,2702,962,1958,2008,288,617,342,366,526
"1017",288,371,118,2114,508,134,89,143,64,99
"1018",31,31,25,34,36,6,8,6,28,11
"1019",848,1463,893,368,1695,366,323,491,307,317
"1020",3,1,0,49,3,0,0,11,0,1
"1021",691,527,424,551,636,339,457,309,194,188
"1022",70847,5499,3302,7520,3747,1292,535,1471,1061,644
"1023",641,336,335,296,793,206,202,362,291,329
"1024",100,170,613,104,159,28,46,60,52,45
"1025",1155,816,302,891,723,208,194,276,173,150
"1026",6,8,3,0,7,1,2,2,0,0
"1027",1,8,14,5,1,0,1,0,0,2
"1028",153,83,49,89,32,35,4,23,16,11
"1029",5,11,4,4,6,4,4,1,1,3
"1030",19,26,8,35,20,12,14,14,16,119
"1031",255,116,671,230,283,100,89,133,77,26
"1032",4,5,5,2,0,1,4,0,1,0
"1033",3649,3273,2030,2251,3185,4734,659,622,719,454
"1034",15,10,10,10,13,24,6,3,4,2
"1035",156,93,138,187,139,22,60,88,95,58
"1036",19274,500,362,120,713,407,342,81,3,27
"1037",180,100,191,483,101,0,149,59,57,4
"1038",1026,845,591,1009,5899,164,277,234,226,231
"1039",24,25,10,13,24,9,3,46,0,9
"1040",4907,3960,2536,2792,3890,1089,1002,1751,933,1015
"1041",1135,1320,680,18386,1312,373,254,501,239,681
"1042",3,1,3,3,8,0,0,0,0,3
"1043",743,888,362,488,595,238,245,304,244,272
"1044",46,22,21,30,19,6,0,6,5,46
"1045",0,6,5,2,0,0,27,6,1,1
"1046",462,477,126,205,283,107,125,153,107,169
"1047",1629,1038,408,813,784,143,353,244,201,414
"1048",10,12,10,4,15,8,5,21,2,12
"1049",93,45,82,105,81,18,32,51,40,47
"1050",503,683,503,869,645,338,197,307,150,1308
"1051",12,15,0,8,13,2,3,0,1,2
"1052",143,326,191,129,300,136,306,224,42,193
"1053",49,33,23,44,33,22,3,28,25,163
